SEGID,CCSGROUP19,FACMANADJ,FAC_APR,FAC_AUG,FAC_DEC,FAC_FAL,FAC_FEB,FAC_FRI,FAC_JAN,FAC_JUL,FAC_JUN,FAC_MAR,FAC_MAX,FAC_MAXMO,FAC_MAY,FAC_MON,FAC_NOV,FAC_OCT,FAC_SAT,FAC_SEP,FAC_SPR,FAC_SUM,FAC_SUN,FAC_THU,FAC_TUE,FAC_WDAVG,FAC_WEAVG,FAC_WED,FAC_WEMAX,FAC_WIN
0023_002.1,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0023_002.5,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0023_004.2,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0023_006.3,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0023_007.2,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0023_008.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0023_010.1,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0023_012.6,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0023_017.7,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0023_018.1,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0023_018.5,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0023_019.2,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0023_020.8,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0023_024.3,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0023_025.8,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0023_028.3,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0024_000.0,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0024_001.1,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0024_003.6,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0024_005.3,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0024_007.3,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0024_007.7,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0024_008.1,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0024_009.9,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0024_010.3,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_010.8,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_016.0,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_030.0,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_030.7,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_032.3,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_034.9,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_037.0,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_039.1,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_040.8,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_044.7,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_051.6,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_052.4,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_052.7,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_055.3,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_058.6,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_060.0,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_060.1,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_060.5,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_061.1,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_063.2,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_065.4,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_068.1,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_068.9,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_069.5,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0024_073.3,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_079.3,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_088.3,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_091.5,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_091.8,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_097.8,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_116.5,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_126.0,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_136.0,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0024_156.5,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0025_000.0,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0025_002.9,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0025_003.9,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0026_000.0,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0026_000.2,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0026_000.4,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0026_000.7,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0026_001.0,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0026_001.3,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0026_001.8,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0026_002.7,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0026_003.0,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0026_003.2,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0026_003.3,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0026_003.5,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0028_000.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0028_004.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0028_015.2,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0028_016.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0028_017.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0028_029.5,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0028_030.0,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0028_030.2,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0028_038.3,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0028_038.7,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0028_039.4,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0028_040.0,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0028_040.2,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0028_040.8,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0028_041.4,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0028_041.6,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0028_041.9,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0028_042.2,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0028_043.1,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
