SEGID,CCSGROUP19,FACMANADJ,FAC_APR,FAC_AUG,FAC_DEC,FAC_FAL,FAC_FEB,FAC_FRI,FAC_JAN,FAC_JUL,FAC_JUN,FAC_MAR,FAC_MAX,FAC_MAXMO,FAC_MAY,FAC_MON,FAC_NOV,FAC_OCT,FAC_SAT,FAC_SEP,FAC_SPR,FAC_SUM,FAC_SUN,FAC_THU,FAC_TUE,FAC_WDAVG,FAC_WEAVG,FAC_WED,FAC_WEMAX,FAC_WIN
0029_000.0,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0029_002.5,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0029_010.2,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0029_014.8,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0029_017.6,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0029_017.8,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0029_018.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0029_019.1,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0029_019.7,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0030_000.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0030_008.7,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0030_011.8,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0030_049.3,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0030_050.1,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0030_064.7,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0030_074.7,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0030_090.6,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0030_091.2,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0030_091.9,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0030_093.1,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0030_095.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0030_095.7,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0030_097.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0030_097.8,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0030_101.3,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0030_102.4,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0030_105.9,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0030_107.6,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0030_108.7,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0030_109.2,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0030_109.7,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0030_109.8,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0030_109.9,CO1,0,0.5835,2.1091,0.4764,0.766,0.4561,1.233,0.4324,2.6096,1.6769,0.4859,2.6096,7,0.8722,0.787,0.4907,0.7136,1.4765,1.0938,0.6472,2.1319,1.0314,0.9084,0.7692,0.824,1.2539,0.7946,1.4765,0.4549
0030_110.8,CO1,0,0.5835,2.1091,0.4764,0.766,0.4561,1.233,0.4324,2.6096,1.6769,0.4859,2.6096,7,0.8722,0.787,0.4907,0.7136,1.4765,1.0938,0.6472,2.1319,1.0314,0.9084,0.7692,0.824,1.2539,0.7946,1.4765,0.4549
0030_113.1,CO1,0,0.5835,2.1091,0.4764,0.766,0.4561,1.233,0.4324,2.6096,1.6769,0.4859,2.6096,7,0.8722,0.787,0.4907,0.7136,1.4765,1.0938,0.6472,2.1319,1.0314,0.9084,0.7692,0.824,1.2539,0.7946,1.4765,0.4549
0030_116.7,CO1,0,0.5835,2.1091,0.4764,0.766,0.4561,1.233,0.4324,2.6096,1.6769,0.4859,2.6096,7,0.8722,0.787,0.4907,0.7136,1.4765,1.0938,0.6472,2.1319,1.0314,0.9084,0.7692,0.824,1.2539,0.7946,1.4765,0.4549
0030_119.7,CO1,0,0.5835,2.1091,0.4764,0.766,0.4561,1.233,0.4324,2.6096,1.6769,0.4859,2.6096,7,0.8722,0.787,0.4907,0.7136,1.4765,1.0938,0.6472,2.1319,1.0314,0.9084,0.7692,0.824,1.2539,0.7946,1.4765,0.4549
0030_131.7,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0031_000.0,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0031_000.1,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0031_000.6,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0031_008.6,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0031_013.5,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0031_014.0,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0031_018.4,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0031_018.6,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0031_021.7,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0031_033.1,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0031_037.3,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0031_039.1,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0031_040.1,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0031_047.2,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0032_000.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0032_009.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0032_009.8,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0032_010.4,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0032_011.4,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0032_012.4,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0032_012.7,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0032_013.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0032_016.5,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0032_017.1,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0032_018.2,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0032_018.8,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0032_020.9,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0032_021.9,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0032_023.7,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0032_028.4,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0032_028.7,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0032_028.9,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0034_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0034_000.6,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0034_000.8,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0034_001.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0034_001.4,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0034_001.7,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0034_001.9,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0035_000.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0035_001.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0035_003.4,COM,0,0.3134,2.1735,0.429,1.1873,0.2102,1.2682,0.251,2.4005,1.6956,0.2309,2.4005,7,0.7341,0.6531,0.6446,1.3139,1.4991,1.6032,0.4261,2.0899,1.4314,0.8217,0.6423,0.7161,1.4653,0.6841,1.4991,0.2967
0035_004.1,COM,0,0.3134,2.1735,0.429,1.1873,0.2102,1.2682,0.251,2.4005,1.6956,0.2309,2.4005,7,0.7341,0.6531,0.6446,1.3139,1.4991,1.6032,0.4261,2.0899,1.4314,0.8217,0.6423,0.7161,1.4653,0.6841,1.4991,0.2967
0035_009.6,COM,0,0.3134,2.1735,0.429,1.1873,0.2102,1.2682,0.251,2.4005,1.6956,0.2309,2.4005,7,0.7341,0.6531,0.6446,1.3139,1.4991,1.6032,0.4261,2.0899,1.4314,0.8217,0.6423,0.7161,1.4653,0.6841,1.4991,0.2967
0035_015.1,COM,0,0.3134,2.1735,0.429,1.1873,0.2102,1.2682,0.251,2.4005,1.6956,0.2309,2.4005,7,0.7341,0.6531,0.6446,1.3139,1.4991,1.6032,0.4261,2.0899,1.4314,0.8217,0.6423,0.7161,1.4653,0.6841,1.4991,0.2967
0035_027.5,COM,0,0.3134,2.1735,0.429,1.1873,0.2102,1.2682,0.251,2.4005,1.6956,0.2309,2.4005,7,0.7341,0.6531,0.6446,1.3139,1.4991,1.6032,0.4261,2.0899,1.4314,0.8217,0.6423,0.7161,1.4653,0.6841,1.4991,0.2967
0035_028.7,COM,0,0.3134,2.1735,0.429,1.1873,0.2102,1.2682,0.251,2.4005,1.6956,0.2309,2.4005,7,0.7341,0.6531,0.6446,1.3139,1.4991,1.6032,0.4261,2.0899,1.4314,0.8217,0.6423,0.7161,1.4653,0.6841,1.4991,0.2967
0035_036.7,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0035_042.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0035_044.9,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0036_000.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0036_000.7,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0036_006.1,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0036_013.4,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0036_020.7,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
